,song-name,lyrics,release-year,genius-path
97,Say The Word,"[Intro] One, two, three, four  [Verse 1] I wrote the words to this song drivin’ from Philly to Amherst I wrote the words to this song settin’ still in, mm, Saskatoon Words to this song come and go and fly away Words to this song, how can I sing to say? When every time I grow into a man Chaos comin’ ’round the bend  [Verse 2] I don’t know much for true, but I do know the only word is love to see us through And if I grow into a tree later, well make mine be a beechwood with long limbs ‘Cause times they be tremblin’, so let me do some of that then in the wind To this song ’cause how can I sing to say? ‘Cause every time  [Verse 3] They told me change takes slow, well Watch mе wiggle it around then way down low To pull on the lеver and Watch me make a believer out of them I wrote the words to this song But they came out all screwed up in the Mess of the hullabaloo Go ",2022,/Kurt-vile-say-the-word-lyrics
98,Shame Chamber,"[Verse 1] Everyone's saying I should probably give up And hey, I wouldn't wanna waste no time How can I even look myself in the mirror Then again, why would I?  [Chorus] It's just another day in the shame chamber Living life to the lowest power Feeling bad in the best way a man can  [Bridge] Shame on you, shame on you Shame on you Oh, baby when you cry, it brings a tear to my eye Oh, shame on us  [Verse 2] Chubby in the face in a world of muck and slime Time for the comedown How can I even look myself in the mirror? Then again I guess I think I...  [Chorus] Wouldn't really mind in the shame chamber Living life to the lowest power Feeling bad in the best way a man can ",2013,/Kurt-vile-shame-chamber-lyrics
99,(Shiny Things),False,2022,/Kurt-vile-shiny-things-lyrics
100,Skinny Mini,"She's a free-wheeling lady baby high-strung well-off (fuck... c'mon) She's a free-wheeling lady baby high-strung well-off In the brains and she means way well She's a little bit skinny mini girl child old soul she grown up real well She'll chew you out if you deserve it, man, but I kinda like it and I really love her She's a wild kind of muskrat, scrappy mofo stay that way baby girl and I love you so Never gonna let her go (no no no)  She got a wild brain, but so do I sometimes and I don't know why, you gotta die She wanna clean up the world but I'm drowning in dirt I wanna clean up the world (but I can't) I wanna, give me a kiss girl I wanna, wow would you look at that I wanna, damn she sure is fine I wanna, damn she just blew my mind alright (woah alright) She's a skinny little, scrappy little, wild talking, all good-kind, always means well, baby girl, dandelion, flower child All substance, no jive-talkin', fast walkin', girl babe You might wanna roll her up in a ball and eat her in a sandwich, but it's mine man She's a sweet talkin' honey in the raw Flaming fast jaw flappin' woo! Bee buzzing babe, well buzz awhile It's a big old bulbous world at a boiling point But she's always right there She gets in your hair like bubblegum But you love it and you need some schooling Babe I would recommend, yeah (Fuck!)  She's a skinny mini little baby girl child All fast walkin' no jive talkin' baby She's a real wild card you know and I know you know man I wanna give me a kiss girl I wanna, wow would you look at that I wanna, damn she sure is fine I wanna, damn she just blew my mind  She make me cross my I's and dot my T's if you know what I mean",2018,/Kurt-vile-skinny-mini-lyrics
101,Slick Licks,False,0,/Kurt-vile-slick-licks-lyrics
102,Slow Talkers,"Everyone I know Talks to me way too slow I lose track what they say Before they walk away  I told you once before Ain't gonna say no more Next time you come clothed in inquisitive suits I'll consider myself mute  You're on my mind most times When fear does not overflow When that cranial cup runneth over With things I despise over and over My chalice of skin, bones, and blood Pouring forth like the flood",2008,/Kurt-vile-slow-talkers-lyrics
103,Smoke Ring For My Halo,[Verse 1] Smoke ring for my halo Angel demon human Overestimated Over and over  Think I can see it now Think I can see it now Think I can see it now Think I can see it now  [Verse 2] Smoke ring for my halo Human angel demon Underestimated Right under the roof of your house  Thought you could see it then Thought you could see it then Thought you could see it then Thought you could see it then  [Verse 3] Sipping from the soda can Exercises my hand Pacifies the land Makes the most out of your chill time man ,2011,/Kurt-vile-smoke-ring-for-my-halo-lyrics
104,Snowflakes Are Dancing,"[Verse 1] Bought a ticket from a tin man, he was my main man He told me something, he told me everything Through my dark day, he led the way Again I stray away, again I stay  [Verse 2] There is but one true love, within my heart There is but one man, that I am When I'm away out there, I wanna go home When I am home, my head stays out there  [Verse 3] Snowflakes are dancing, discman is pumping Headphones are loud, chilling on a pillowy cloud Comfort of codeine, and Springsteen pristine You should sing just whatever  Ooh Ooh Ooh",2013,/Kurt-vile-snowflakes-are-dancing-lyrics
105,Snowflakes Extended,"Bought a ticket from a tin man, he was my main man He told me something, he told me everything Through my dark day, he led the way Again I stray away, again I stay  There is but one true love, within my heart There is but one man, that I am When I'm away out there, I wanna go home When I am home, my head stays out there  Snowflakes are dancing, Discman is pumping Headphones are loud, chilling on a pillowy cloud Comfort of codeine, and Springsteen pristine You should sing just whatever  Ooooooh Oooooooooh-oooooooooooh",2013,/Kurt-vile-snowflakes-extended-lyrics
106,Society Is My Friend,"Society is my friend He makes me lie down in a cool blood bath Society is my friend He makes me lie down in a cool blood bath  Oh, society Oh, yeah  Society is my friend He makes me lie down in a cool blood bath He stole my lady's hand Hey how you doin' this, kids? My hand is not for you to hold So kiss me with your mouth without closing it all that much  Society is all around Are you the beautiful sound of all the half pip-squeals? Ecstatic brilliance at it's finest That's my friend  Society is all around It takes me down  Society is my friend He makes me lie down in a cool blood bath Society is my friend He makes me lie down, down",2011,/Kurt-vile-society-is-my-friend-lyrics
107,Song for John in D,"The candy ball has got a center It's so nice and sweet She calls my name in the winter It's so nice and sweet I said, ""Hey boys we got a winner"" It's so nice and sweet Sin is in my skin just like a splinter It's so nice and sweet",2009,/Kurt-vile-song-for-john-in-d-lyrics
108,(so outta reach),"I wanna be a boy Don't wanna be a man I got a dangerous memory Got a memory man I wanna be the best Bet all the greats are eternally depressed Been all in my hood and I hope you're feelin crazy all the time  I wanna go to a mall Yeah cause life's a beach I'm outta reach I'm so outta reach, yeah life's a beach  I locked my key in the car again Floatin' away indeed Always went through my imagination Runnin' away with me When your ex is actin' up Throw some delay on and turn it up I make a living too much I think I'll try and die A little  Yeah, cause life's so wild And I been through all the rest I've been up and down so long And I'm movin', movin along I'm in the wrong place still in my life Gonna try and live it twice ",2011,/Kurt-vile-so-outta-reach-lyrics
109,Space Forklift,"I see an orange shimmer on the horizon Swallowing some airplane pulling an airflag So gravity brought back my banana But that orange is still millions of miles above me  I see the foreign girls colonizing college benches, babe I see their Russian burly boyfriends shining comprehensively I see my own lonely reflection within the very girl I love I see a zigzag embroidered above my family  So as a human tractor trailer, I push forward Into the bright but wild unknown With gasoline up to my eyelids But is it real? Is it real? Is it real?  Little Mitchell round my head singing and saying grace And diesel fumes up in my personal space Forklift mirage a foot in front of my mind It's always me behind the controls  You can't pull the stops on a one-eyed cop My drop, a drip, a Freudian slip When your mind speed peels out at a hundred and three But view 'cause even one I can see  Because you can't, you won't, you don't do nothing You don't stay young, true Because you can't, you won't, you don't do nothing You don't stay young, true ",0,/Kurt-vile-space-forklift-lyrics
110,Speed of the Sound of Loneliness,[Verse 1] You come home late and you come home early You come home big when you're feeling small You come home straight and you come home curly Sometimes you just don't come home at all  [Chorus] What in the world has come over you? What in heaven's name have you done? You've broken the speed of the sound of loneliness You're out there running just to be on the run  [Verse 2] Well I got a heart that burns with the fever And I got a wеaried and a jealous mind How can a love that'll last forеver Get left so far behind?  [Chorus] What in the world has come over you? What in heaven's name have you done? You've broken the speed of the sound of loneliness You're out there running just to be on the run  [Verse 3] Well it's a mighty mean and a dreadful sorrow It's crossed the evil line today Well how can you ask about tomorrow? You ain't got no word to say ,2020,/Kurt-vile-speed-of-the-sound-of-loneliness-lyrics
111,Stand Inside,"[Verse 1] Don’t talk to me Just walk to me Understand Sure I’m your man Do what I can But don’t stand by my side Stand inside  [Verse 2] That’s my good girl My whole world Turning on the couch Close that cute mouth And kiss me  [Chorus] Like all the pretty things you see outside Imma gonna make you satisfied All the silly things inside my mind Imma gonna make you satisfied Imma gonna pick on my guitar Baby 'til we fill the fruit jar We gonna live in a house together With me on the couch and my guitar, singing “Oh my god I love you, I love you” ",2015,/Kurt-vile-stand-inside-lyrics
112,Stranger Than Kindness,"Stranger than kindness Bottled light from hotels Spilling everything Wet hand from the volcano Sobers your skin Stranger than kindness  You caress yourself And grind my soft cold bones below Your map of desire Burned in your flesh Even a fool can come A strange lit stair And find a rope hanging there Stranger than kindness Keys rain like heaven's hair There is no home, there is no bread We sit at the gate and scratch The gaunt fruit of passion Dies in the light Stranger than kindness  Your sleeping hands journey They loiter Stranger than kindness You hold me so carelessly close Tell me I'm dirty I'm a stranger I'm a stranger I'm a stranger to kindness",2020,/Kurt-vile-stranger-than-kindness-lyrics
113,Stuffed Leopard,"[Verse 1] Stuffed leopard on a windowsill It’s a just a toy, just a toy I’m playin’ Candy’s Room She knows I wanna be Candy’s boy I’ve been drivin’ all day and night inside my mind And inside I'mma stay for awhile Yeah  [Chorus] For a while While While While For a while  [Post-Chorus (spoken)] There he goes again Watch him go  [Verse 2] Dream police in the marketplace Turnin’ my eyes so blurry Wake up, turn ’em back on and refocus And I’m just in the same place again ",2022,/Kurt-vile-stuffed-leopard-lyrics
114,"That’s Life, Tho (Almost Hate to Say)","[Verse 1] When I go out, I take pills to take the edge off For to just take a chillax, man, forget about it Just a certified badass out for a night on the town Ain't it oh-exciting, the way one can fake their way through life Hey, but that's neither here nor there In a way how could one ever prove you're just putting them all on  [Chorus] That's life, tho Almost hate to say That's life, tho In every brutal way  [Verse 2] From Hoist Point I hang glide into the Valley of Ashes Just as Powderhead has long been burned to the ground Yeah with fire, with fire A chosen one just leveled the farm I guess hell has finally frozen over I wanna run into the rolling hills along some mid-western highway But there are scorpions out there There was a man who touched the lives of many And when he died he left so many people cryin'  [Chorus] That's life, tho So sad, so true That's life, tho So sad to say ",2015,/Kurt-vile-thats-life-tho-almost-hate-to-say-lyrics
115,The Creature,"She said I'm a creature of habits Oh, she's so cute with her claims Ain't got time for asking questions So I just nod and move on And that's all right for me So far, So good for me  They call me the creature of habits But I'm a man, just the same Ain't got time for overthinking So I just rely on early intuition And that's alright for me So far, So good for me  They call me a dirty creature Oh, what you know? You just did Always droppin dirt on something That I don't care about And that's all right for you So far, So good for you  She said I'm a creature of habits Oh, she's so cute with her claims Ain't got time for asking questions So I just nod and move on And that's all right for me So far, So Great for me",2011,/Kurt-vile-the-creature-lyrics
116,The Finder,False,2010,/Kurt-vile-the-finder-lyrics
117,Timing Is Everything (And I’m Falling Behind),Timing is everything and I'm falling behind Open the floodgates of a down pouring rain in my brain  Forecast is ominous clouds of black But blackness is a good friend of mine Timing is everything And I'm falling behind  {whistles}  I'm falling behind I'm falling behind {howls}  I'm falling behind I'm falling behind  Hurricanes are known to come on strong So I’ve thrown it into a beautiful song  Put some headphones on my headstone  Timing is everything I'm falling behind I'm falling behind  Timing is everything I'm falling behind Open the floodgates of a down pouring rain In my brain Forecast is ominous clouds of black But blackness is a good friend of mine Timing is everything And I'm falling behind  I'm falling behind I'm falling behind ,2019,/Kurt-vile-timing-is-everything-and-im-falling-behind-lyrics
118,Too Hard,"Take your time So they say and that's probably The best way to be, but what about Those who are fathers and What about their daughters? I will promise to do my very best To do my duty For God and my country Hey but I'm just human after all I will promise not to smoke too much and I will promise not to party Too hard... too hard... too hard... (it's too hard)  Did you ever bang on a xylophone That took you everywhere from home? Well I did... Well I've tried... Life is like a ball of beauty that Makes you wanna just cry, then you die  I will promise to go outta my way To do the right thing from now on (Believe me, baby.) There comes a time in every man's life When he's gotta take hold of the hand That ain't his but it is Take your time, so they say, and that's Gotta be the best way, but what about Those who are fathers and What about the others? I know that you don't know a stranger But I'm no stranger than the rest And I'm no stranger to you ",2013,/Kurt-vile-too-hard-lyrics
119,Trumpets In Summer,False,0,/Kurt-vile-trumpets-in-summer-lyrics
120,Wages Of Sin,"[Verse 1] When we fight, I wanna talk it out You won’t say nothin’, nothin’ at all You just sit, there you won’t open that pretty mouth I think you like keeping my back up against the wall  [Chorus] Wages of sin, you keep me payin’ Wages of sin for the wrongs that I’ve done and Wages of sin, you keep me payin’ Wages of sin, one by one  [Verse 2] I walk in the apartment, there’s clothes thrown all over the place You’re crouched in the corner with make-up runnin’ down your face And I don’t wanna believe what my, what my heart keeps sayin’ You keep me on the line, so you can keep me payin’  [Chorus] Wages of sin, yеah we keep payin’ Wages of sin for the wrongs that wе’ve done and Wages of sin, yeah we keep payin’ Wages of sin, that’s how we have our fun  [Verse 3] I remember when I was a little boy out where cottonwoods grow tall Tryin’ to make it home through the forest before the darkness falls Baby, all the sounds I heard, even if they weren’t real I was runnin’ down that broken path with the devil snappin’ at my heels ",2022,/Kurt-vile-wages-of-sin-lyrics
121,Wakin on a Pretty Day,"[Verse 1] Wakin', the dawn of day And I gotta think about what I wanna say Phone ringing off the shelf I guess it wanted to kill himself Wakin' on a pretty day Don't know why I ever go away It's hard to explain my love In this daze  [Verse 2] You could say I been most all around But honey, I ain't goin' nowhere Don't worry about a thing It's only dying I live along a straight line Nothing always comes to mind To be frank, I'm fried But I don't mind Yeah, yeah Yeah, yeah Yeah, yeah, yeah  Yeah, yeah Yeah, yeah Yeah, yeah, yeah  Yeah, yeah Yeah, yeah Yeah, yeah, yeah  Yeah, yeah Yeah, yeah Yeah, yeah, yeah  [Verse 3] Been diggin' layin low, low, low I'm diggin' layin low, low, low Dig, dig in To these lives that we are living in Living low, lackadaisically so  [Verse 4] Risin' at the crack of dawn And I gotta think about what wisecracks I'm going to drop along the way (today) Phone ringin' off the shelf I guess somebody had something they Really wanted to prove to us (today) Yeah, I'm waking on a pretty day Floating in place, no need sayin nothin' To explain it to my loved ones Today ",2013,/Kurt-vile-wakin-on-a-pretty-day-lyrics
122,Was All Talk,"[Verse 1] Spirit in the sky Transparent to the eye Talking trash on nothing the human eye can see anyway And that's anarchy for you and me When all this work is out of mind  There was a time in my life when they thought I was all talk Now I'm feeling stalked by God walking I got the upper hand Walking [Bridge] Now take a look at my hands Watch me go Watch me going, yeah I'm going, yeah I'm gone  Freak in the fog Through the dew in the dawn All the words I'm saying are wrong, now won't you watch me? And yet there was a time in my life when they thought I was all talk  Left-handed smoke shifting From a right-handed man Can you sense the snag in my playing?  Spirit in the ether From a right-wing sister Safe to say she don't get out that much  There was a time in my life that is gone that I sometimes still go back to Not to be all stalking myself too much Well I got the upper hand, here, in present days  [Bridge] Now take a look at my hands Watch them go Watch me going, yeah I'm going, yeah I'm gone ",2013,/Kurt-vile-was-all-talk-lyrics
123,Wedding Budz,False,2013,/Kurt-vile-wedding-budz-lyrics
124,Wheelhouse,"[Verse 1] Sometimes I talk too much but I gotta get it out But I don’t wanna talk, I only wanna listen My baby talks soft, my ears are always ringing now Humming a sad song when I’m alone But you gotta be alone to figure things out sometimes Be alone, when even in a crowd of friends and not so Sometimes of whom you just can’t distinguish but Thank god for the former, yeah  [Chorus] Some bow down a hundred times a day or more To find a way, to get back down to the temple one day Find the temple, to bask in the glory of Roll around on a floor of furry carpet then Sleep soundly for the first time in forever and Breathing deep inside [Verse 2] There’s a desert down below the earth’s core A hidden staircase in the house that you reside in A little something from the cupboard over there A little medicine, it’s a medication situation  [Chorus] Some bow down a hundred times a day or more To find a way, to get back down to the temple one day Find the temple, to bask in the glory of Roll around on a floor of furry carpet then Sleep soundly for the first time in forever and Breathing deep inside",2015,/Kurt-vile-wheelhouse-lyrics
125,White Riffs,False,2009,/Kurt-vile-white-riffs-lyrics
126,Wild Imagination,"[Verse 1] I’m looking at you But it’s only a picture so I take that back But it ain’t really a picture It’s just an image on a screen You can imagine if I was though, right? Just like I can imagine you can imagine it, can’t you? I got a wild imagination  [Chorus] Give it some time [x3] Give ya some time [x2] [Verse 2] I’m laughing out loud So much it appears that I’m crying babe, yes Come out on the porch, mama I’ll tell you about my past There’s believers and lovers And druggers and dreamers And drunkards and schemers And I’m afraid that I am feeling much too many feelings Simultaneously, at such a rapid clip  [Chorus x2]  [Verse 1]  [Chorus]",2015,/Kurt-vile-wild-imagination-lyrics
127,Wounded Bird,"Like a wounded bird trying to fly Surrounded by green fern, still a cozy and scenic place to die Lately I've been flying high, then I guess I had to crash Always did I love that I love that line But never did I apply it to myself 'til just then  On the corner of our camping site, there's an entrance there to the woods Watch my kids there as they play While me, I'ma just pick away on a red Fender Palomino guitar for a change  My daddy was a railroad man, imagine all the miles of steel He rode along his wholе life long Now I just put that in a song My mother, she would mеnd our wounds while he was out along the track Maybe try and clip our wings Well, I remember everything Like the red feather wingspan of some great majestic bird Come flying over the horizon Above a field of birds of paradise [?][2:43] Or was it real? Or was it just a dream? Or was it real or just a dream? Just a dream Whew  Like a wounded bird trying to fly Surrounded by some trees in a cozy scenic place Wish the world would stop and take notice of all the disgrace But then breathe in quite deep and smell all the flowers while in bloom ",2022,/Kurt-vile-wounded-bird-lyrics
128,Yeah Bones,"(One, two, three, four)  [Verse 1] When nobody calls you on the phone Don't break your bones over it You'll only leave yourself lonesome To show for it When nobody calls you on the phone Don't break your bones Dyin' dead in a black sea of tears over me  [Verse 2] When you're runnin' on the run But you run, run too far (Tomfoolin' and buckwild) Deep in the country wildcats get shot at When you're runnin' on the run But you run too far Where the rednecks raise hell With the shotgun shell (blast!)  [Instrumental]  [Verse 3] When nobody calls me on the phone Won't break my bones over it I don't believe myself lonesome To show for that When nobody calls me on the phone Won't break my bones Dyin' dead in a black sea of tears over me (Over me, over me, over me now) (Over me, over me, over me now) (Over me, over me, over me now) (Over me, over me, over me now) (Over me, over me, over me now) (Over me, over me, over me now)",2018,/Kurt-vile-yeah-bones-lyrics
